Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tipoff Winning Team,Tipoff Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon TeamTipoff Winner,Tipoff Loser,Tipoff Winner Scores
201311110UTA,https://www.basketball-reference.com/boxscores/pbp/201311110UTA.html,Utah Jazz,Denver Nuggets,UTA,DEN,E. Kanter,J. Hickson,T. Lawson,DEN,UTA,T. Lawson,/players/l/lawsoty01.html,DEN,UTA,J. Hickson,E. Kanter,1
201311110POR,https://www.basketball-reference.com/boxscores/pbp/201311110POR.html,Portland Trail Blazers,Detroit Pistons,POR,DET,R. Lopez,A. Drummond,W. Matthews,DET,POR,J. Smith,/players/s/smithjo03.html,DET,POR,A. Drummond,R. Lopez,1
201311110LAC,https://www.basketball-reference.com/boxscores/pbp/201311110LAC.html,Los Angeles Clippers,Minnesota Timberwolves,LAC,MIN,N. Peković,D. Jordan,K. Martin,MIN,LAC,C. Paul,/players/p/paulch01.html,MIN,LAC,D. Jordan,N. Peković,1
201311120MIA,https://www.basketball-reference.com/boxscores/pbp/201311120MIA.html,Miami Heat,Milwaukee Bucks,MIA,MIL,Z. Pachulia,C. Bosh,N. Wolters,MIL,MIA,L. James,/players/j/jamesle01.html,MIL,MIA,C. Bosh,Z. Pachulia,1
201311120DAL,https://www.basketball-reference.com/boxscores/pbp/201311120DAL.html,Dallas Mavericks,Washington Wizards,DAL,WAS,M. Gortat,S. Dalembert,D. Nowitzki,WAS,DAL,M. Ellis,/players/e/ellismo01.html,WAS,DAL,S. Dalembert,M. Gortat,1
201311120GSW,https://www.basketball-reference.com/boxscores/pbp/201311120GSW.html,Golden State Warriors,Detroit Pistons,GSW,DET,A. Drummond,A. Bogut,K. Thompson,DET,GSW,D. Lee,/players/l/leeda02.html,DET,GSW,A. Bogut,A. Drummond,1
201311120LAL,https://www.basketball-reference.com/boxscores/pbp/201311120LAL.html,Los Angeles Lakers,New Orleans Pelicans,LAL,NOP,P. Gasol,A. Davis,J. Meeks,NOP,LAL,J. Holiday,/players/h/holidjr01.html,NOP,LAL,A. Davis,P. Gasol,1
201311130ORL,https://www.basketball-reference.com/boxscores/pbp/201311130ORL.html,Orlando Magic,Milwaukee Bucks,ORL,MIL,N. Vučević,E. Udoh,K. Middleton,MIL,ORL,J. Nelson,/players/n/nelsoja01.html,MIL,ORL,E. Udoh,N. Vučević,1
201311130PHI,https://www.basketball-reference.com/boxscores/pbp/201311130PHI.html,Philadelphia 76ers,Houston Rockets,PHI,HOU,D. Howard,S. Hawes,J. Lin,HOU,PHI,T. Young,/players/y/youngth01.html,HOU,PHI,S. Hawes,D. Howard,1
201311130BOS,https://www.basketball-reference.com/boxscores/pbp/201311130BOS.html,Boston Celtics,Charlotte Bobcats,BOS,CHA,K. Olynyk,A. Jefferson,K. Walker,CHA,BOS,K. Walker,/players/w/walkeke02.html,CHA,BOS,A. Jefferson,K. Olynyk,1
201311130ATL,https://www.basketball-reference.com/boxscores/pbp/201311130ATL.html,Atlanta Hawks,New York Knicks,ATL,NYK,A. Horford,A. Bargnani,P. Millsap,NYK,ATL,J. Smith,/players/s/smithjr01.html,NYK,ATL,A. Bargnani,A. Horford,1
201311130MEM,https://www.basketball-reference.com/boxscores/pbp/201311130MEM.html,Memphis Grizzlies,Toronto Raptors,MEM,TOR,J. Valančiūnas,M. Gasol,D. DeRozan,TOR,MEM,K. Lowry,/players/l/lowryky01.html,TOR,MEM,M. Gasol,J. Valančiūnas,1
201311130MIN,https://www.basketball-reference.com/boxscores/pbp/201311130MIN.html,Minnesota Timberwolves,Cleveland Cavaliers,MIN,CLE,T. Thompson,N. Peković,C. Brewer,CLE,MIN,R. Rubio,/players/r/rubiori01.html,CLE,MIN,N. Peković,T. Thompson,1
201311130SAS,https://www.basketball-reference.com/boxscores/pbp/201311130SAS.html,San Antonio Spurs,Washington Wizards,SAS,WAS,M. Gortat,T. Duncan,K. Leonard,WAS,SAS,T. Parker,/players/p/parketo01.html,WAS,SAS,T. Duncan,M. Gortat,1
201311130DEN,https://www.basketball-reference.com/boxscores/pbp/201311130DEN.html,Denver Nuggets,Los Angeles Lakers,DEN,LAL,J. Hickson,P. Gasol,J. Hill,LAL,DEN,T. Lawson,/players/l/lawsoty01.html,LAL,DEN,P. Gasol,J. Hickson,1
201311130UTA,https://www.basketball-reference.com/boxscores/pbp/201311130UTA.html,Utah Jazz,New Orleans Pelicans,UTA,NOP,D. Favors,A. Davis,J. Lucas III,NOP,UTA,G. Hayward,/players/h/haywago01.html,NOP,UTA,A. Davis,D. Favors,1
201311130POR,https://www.basketball-reference.com/boxscores/pbp/201311130POR.html,Portland Trail Blazers,Phoenix Suns,POR,PHO,M. Plumlee,R. Lopez,R. Lopez,PHO,POR,L. Aldridge,/players/a/aldrila01.html,PHO,POR,R. Lopez,M. Plumlee,1
201311130SAC,https://www.basketball-reference.com/boxscores/pbp/201311130SAC.html,Sacramento Kings,Brooklyn Nets,SAC,BRK,J. Thompson,B. Lopez,D. Cousins,BRK,SAC,D. Williams,/players/w/willide01.html,BRK,SAC,B. Lopez,J. Thompson,1
201311130LAC,https://www.basketball-reference.com/boxscores/pbp/201311130LAC.html,Los Angeles Clippers,Oklahoma City Thunder,LAC,OKC,D. Jordan,S. Adams,D. Jordan,OKC,LAC,C. Paul,/players/p/paulch01.html,OKC,LAC,S. Adams,D. Jordan,1
201311140NYK,https://www.basketball-reference.com/boxscores/pbp/201311140NYK.html,New York Knicks,Houston Rockets,NYK,HOU,D. Howard,A. Bargnani,C. Anthony,HOU,NYK,R. Felton,/players/f/feltora01.html,HOU,NYK,A. Bargnani,D. Howard,1
201311140GSW,https://www.basketball-reference.com/boxscores/pbp/201311140GSW.html,Golden State Warriors,Oklahoma City Thunder,GSW,OKC,A. Bogut,S. Adams,A. Bogut,OKC,GSW,D. Lee,/players/l/leeda02.html,OKC,GSW,S. Adams,A. Bogut,1
201311150IND,https://www.basketball-reference.com/boxscores/pbp/201311150IND.html,Indiana Pacers,Milwaukee Bucks,IND,MIL,Z. Pachulia,R. Hibbert,R. Hibbert,MIL,IND,G. Hill,/players/h/hillge01.html,MIL,IND,R. Hibbert,Z. Pachulia,1
201311150TOR,https://www.basketball-reference.com/boxscores/pbp/201311150TOR.html,Toronto Raptors,Chicago Bulls,TOR,CHI,J. Valančiūnas,J. Noah,L. Deng,CHI,TOR,C. Boozer,/players/b/boozeca01.html,CHI,TOR,J. Noah,J. Valančiūnas,1
201311150ATL,https://www.basketball-reference.com/boxscores/pbp/201311150ATL.html,Atlanta Hawks,Philadelphia 76ers,ATL,PHI,A. Horford,S. Hawes,A. Horford,PHI,ATL,G. Ayón,/players/a/ayongu01.html,PHI,ATL,S. Hawes,A. Horford,1
201311150BOS,https://www.basketball-reference.com/boxscores/pbp/201311150BOS.html,Boston Celtics,Portland Trail Blazers,BOS,POR,K. Olynyk,R. Lopez,N. Batum,POR,BOS,L. Aldridge,/players/a/aldrila01.html,POR,BOS,R. Lopez,K. Olynyk,1
201311150CLE,https://www.basketball-reference.com/boxscores/pbp/201311150CLE.html,Cleveland Cavaliers,Charlotte Bobcats,CLE,CHA,T. Thompson,B. Biyombo,T. Thompson,CHA,CLE,K. Irving,/players/i/irvinky01.html,CHA,CLE,B. Biyombo,T. Thompson,1
201311150MIA,https://www.basketball-reference.com/boxscores/pbp/201311150MIA.html,Miami Heat,Dallas Mavericks,MIA,DAL,S. Dalembert,C. Bosh,D. Nowitzki,DAL,MIA,D. Wade,/players/w/wadedw01.html,DAL,MIA,C. Bosh,S. Dalembert,1
201311150DEN,https://www.basketball-reference.com/boxscores/pbp/201311150DEN.html,Denver Nuggets,Minnesota Timberwolves,DEN,MIN,N. Peković,J. Hickson,J. Hickson,MIN,DEN,K. Love,/players/l/loveke01.html,MIN,DEN,J. Hickson,N. Peković,1
201311150PHO,https://www.basketball-reference.com/boxscores/pbp/201311150PHO.html,Phoenix Suns,Brooklyn Nets,PHO,BRK,M. Plumlee,B. Lopez,P. Pierce,BRK,PHO,E. Bledsoe,/players/b/bledser01.html,BRK,PHO,B. Lopez,M. Plumlee,1
201311150UTA,https://www.basketball-reference.com/boxscores/pbp/201311150UTA.html,Utah Jazz,San Antonio Spurs,UTA,SAS,D. Favors,T. Duncan,R. Jefferson,SAS,UTA,T. Parker,/players/p/parketo01.html,SAS,UTA,T. Duncan,D. Favors,1
201311150LAL,https://www.basketball-reference.com/boxscores/pbp/201311150LAL.html,Los Angeles Lakers,Memphis Grizzlies,LAL,MEM,P. Gasol,M. Gasol,M. Conley,MEM,LAL,M. Conley,/players/c/conlemi01.html,MEM,LAL,M. Gasol,P. Gasol,1
201311150SAC,https://www.basketball-reference.com/boxscores/pbp/201311150SAC.html,Sacramento Kings,Detroit Pistons,SAC,DET,J. Thompson,A. Drummond,G. Monroe,DET,SAC,B. Jennings,/players/j/jennibr01.html,DET,SAC,A. Drummond,J. Thompson,1
201311160CHA,https://www.basketball-reference.com/boxscores/pbp/201311160CHA.html,Charlotte Bobcats,Miami Heat,CHA,MIA,C. Bosh,B. Biyombo,D. Wade,MIA,CHA,D. Wade,/players/w/wadedw01.html,MIA,CHA,B. Biyombo,C. Bosh,1
201311160ORL,https://www.basketball-reference.com/boxscores/pbp/201311160ORL.html,Orlando Magic,Dallas Mavericks,ORL,DAL,N. Vučević,S. Dalembert,D. Nowitzki,DAL,ORL,J. Calderón,/players/c/caldejo01.html,DAL,ORL,S. Dalembert,N. Vučević,1
201311160WAS,https://www.basketball-reference.com/boxscores/pbp/201311160WAS.html,Washington Wizards,Cleveland Cavaliers,WAS,CLE,M. Gortat,A. Bynum,K. Irving,CLE,WAS,K. Irving,/players/i/irvinky01.html,CLE,WAS,A. Bynum,M. Gortat,1
201311160NYK,https://www.basketball-reference.com/boxscores/pbp/201311160NYK.html,New York Knicks,Atlanta Hawks,NYK,ATL,A. Horford,A. Bargnani,A. Horford,ATL,NYK,R. Felton,/players/f/feltora01.html,ATL,NYK,A. Bargnani,A. Horford,1
201311160CHI,https://www.basketball-reference.com/boxscores/pbp/201311160CHI.html,Chicago Bulls,Indiana Pacers,CHI,IND,J. Noah,R. Hibbert,G. Hill,IND,CHI,L. Deng,/players/d/denglu01.html,IND,CHI,R. Hibbert,J. Noah,1
201311160HOU,https://www.basketball-reference.com/boxscores/pbp/201311160HOU.html,Houston Rockets,Denver Nuggets,HOU,DEN,D. Howard,J. Hickson,C. Parsons,DEN,HOU,P. Beverley,/players/b/beverpa01.html,DEN,HOU,J. Hickson,D. Howard,1
201311160MIN,https://www.basketball-reference.com/boxscores/pbp/201311160MIN.html,Minnesota Timberwolves,Boston Celtics,MIN,BOS,N. Peković,B. Bass,A. Bradley,BOS,MIN,V. Faverani,/players/f/favervi01.html,BOS,MIN,B. Bass,N. Peković,1
201311160NOP,https://www.basketball-reference.com/boxscores/pbp/201311160NOP.html,New Orleans Pelicans,Philadelphia 76ers,NOP,PHI,S. Hawes,A. Davis,T. Young,PHI,NOP,T. Wroten,/players/w/wroteto01.html,PHI,NOP,A. Davis,S. Hawes,1
201311160MIL,https://www.basketball-reference.com/boxscores/pbp/201311160MIL.html,Milwaukee Bucks,Oklahoma City Thunder,MIL,OKC,E. Udoh,S. Ibaka,R. Westbrook,OKC,MIL,K. Perkins,/players/p/perkike01.html,OKC,MIL,S. Ibaka,E. Udoh,1
201311160GSW,https://www.basketball-reference.com/boxscores/pbp/201311160GSW.html,Golden State Warriors,Utah Jazz,GSW,UTA,D. Favors,A. Bogut,S. Curry,UTA,GSW,G. Hayward,/players/h/haywago01.html,UTA,GSW,A. Bogut,D. Favors,1
201311160LAC,https://www.basketball-reference.com/boxscores/pbp/201311160LAC.html,Los Angeles Clippers,Brooklyn Nets,LAC,BRK,D. Jordan,A. Blatche,J. Johnson,BRK,LAC,C. Paul,/players/p/paulch01.html,BRK,LAC,A. Blatche,D. Jordan,1
201311170TOR,https://www.basketball-reference.com/boxscores/pbp/201311170TOR.html,Toronto Raptors,Portland Trail Blazers,TOR,POR,J. Valančiūnas,R. Lopez,L. Aldridge,POR,TOR,D. Lillard,/players/l/lillada01.html,POR,TOR,R. Lopez,J. Valančiūnas,1
201311170SAC,https://www.basketball-reference.com/boxscores/pbp/201311170SAC.html,Sacramento Kings,Memphis Grizzlies,SAC,MEM,J. Thompson,M. Gasol,G. Vásquez,MEM,SAC,M. Conley,/players/c/conlemi01.html,MEM,SAC,M. Gasol,J. Thompson,1
201311170LAL,https://www.basketball-reference.com/boxscores/pbp/201311170LAL.html,Los Angeles Lakers,Detroit Pistons,LAL,DET,P. Gasol,A. Drummond,A. Drummond,DET,LAL,S. Blake,/players/b/blakest01.html,DET,LAL,A. Drummond,P. Gasol,1
201311180BRK,https://www.basketball-reference.com/boxscores/pbp/201311180BRK.html,Brooklyn Nets,Portland Trail Blazers,BRK,POR,R. Lopez,K. Garnett,K. Garnett,POR,BRK,N. Batum,/players/b/batumni01.html,POR,BRK,K. Garnett,R. Lopez,1
201311180CHI,https://www.basketball-reference.com/boxscores/pbp/201311180CHI.html,Chicago Bulls,Charlotte Bobcats,CHI,CHA,J. Noah,B. Biyombo,J. Butler,CHA,CHI,C. Boozer,/players/b/boozeca01.html,CHA,CHI,B. Biyombo,J. Noah,1
201311180OKC,https://www.basketball-reference.com/boxscores/pbp/201311180OKC.html,Oklahoma City Thunder,Denver Nuggets,OKC,DEN,S. Ibaka,J. Hickson,R. Westbrook,DEN,OKC,T. Lawson,/players/l/lawsoty01.html,DEN,OKC,J. Hickson,S. Ibaka,1
201311180DAL,https://www.basketball-reference.com/boxscores/pbp/201311180DAL.html,Dallas Mavericks,Philadelphia 76ers,DAL,PHI,S. Marion,S. Hawes,E. Turner,PHI,DAL,T. Wroten,/players/w/wroteto01.html,PHI,DAL,S. Hawes,S. Marion,1
201311180UTA,https://www.basketball-reference.com/boxscores/pbp/201311180UTA.html,Utah Jazz,Golden State Warriors,UTA,GSW,D. Favors,A. Bogut,D. Lee,GSW,UTA,D. Lee,/players/l/leeda02.html,GSW,UTA,A. Bogut,D. Favors,1
201311180LAC,https://www.basketball-reference.com/boxscores/pbp/201311180LAC.html,Los Angeles Clippers,Memphis Grizzlies,LAC,MEM,D. Jordan,M. Gasol,Z. Randolph,MEM,LAC,Z. Randolph,/players/r/randoza01.html,MEM,LAC,M. Gasol,D. Jordan,1
201311190WAS,https://www.basketball-reference.com/boxscores/pbp/201311190WAS.html,Washington Wizards,Minnesota Timberwolves,WAS,MIN,N. Peković,M. Gortat,K. Martin,MIN,WAS,R. Rubio,/players/r/rubiori01.html,MIN,WAS,M. Gortat,N. Peković,1
201311190DET,https://www.basketball-reference.com/boxscores/pbp/201311190DET.html,Detroit Pistons,New York Knicks,DET,NYK,A. Drummond,A. Bargnani,C. Anthony,NYK,DET,J. Smith,/players/s/smithjo03.html,NYK,DET,A. Bargnani,A. Drummond,1
201311190MIA,https://www.basketball-reference.com/boxscores/pbp/201311190MIA.html,Miami Heat,Atlanta Hawks,MIA,ATL,A. Horford,C. Bosh,C. Bosh,ATL,MIA,L. James,/players/j/jamesle01.html,ATL,MIA,C. Bosh,A. Horford,1
201311190HOU,https://www.basketball-reference.com/boxscores/pbp/201311190HOU.html,Houston Rockets,Boston Celtics,HOU,BOS,D. Howard,B. Bass,T. Jones,BOS,HOU,T. Jones,/players/j/joneste01.html,BOS,HOU,B. Bass,D. Howard,1
201311190SAC,https://www.basketball-reference.com/boxscores/pbp/201311190SAC.html,Sacramento Kings,Phoenix Suns,SAC,PHO,J. Thompson,M. Plumlee,G. Dragić,PHO,SAC,D. Cousins,/players/c/couside01.html,PHO,SAC,M. Plumlee,J. Thompson,1
201311200CHA,https://www.basketball-reference.com/boxscores/pbp/201311200CHA.html,Charlotte Bobcats,Brooklyn Nets,CHA,BRK,K. Garnett,B. Biyombo,K. Walker,BRK,CHA,D. Williams,/players/w/willide01.html,BRK,CHA,B. Biyombo,K. Garnett,1
201311200CLE,https://www.basketball-reference.com/boxscores/pbp/201311200CLE.html,Cleveland Cavaliers,Washington Wizards,CLE,WAS,M. Gortat,A. Bynum,E. Clark,WAS,CLE,M. Webster,/players/w/webstma02.html,WAS,CLE,A. Bynum,M. Gortat,1
201311200NYK,https://www.basketball-reference.com/boxscores/pbp/201311200NYK.html,New York Knicks,Indiana Pacers,NYK,IND,R. Hibbert,A. Bargnani,K. Martin,IND,NYK,G. Hill,/players/h/hillge01.html,IND,NYK,A. Bargnani,R. Hibbert,1
201311200ORL,https://www.basketball-reference.com/boxscores/pbp/201311200ORL.html,Orlando Magic,Miami Heat,ORL,MIA,N. Vučević,C. Bosh,C. Bosh,MIA,ORL,L. James,/players/j/jamesle01.html,MIA,ORL,C. Bosh,N. Vučević,1
201311200PHI,https://www.basketball-reference.com/boxscores/pbp/201311200PHI.html,Philadelphia 76ers,Toronto Raptors,PHI,TOR,J. Valančiūnas,D. Orton,D. DeRozan,TOR,PHI,M. Carter-Williams,/players/c/cartemi01.html,TOR,PHI,D. Orton,J. Valančiūnas,1
201311200ATL,https://www.basketball-reference.com/boxscores/pbp/201311200ATL.html,Atlanta Hawks,Detroit Pistons,ATL,DET,A. Horford,A. Drummond,G. Monroe,DET,ATL,B. Jennings,/players/j/jennibr01.html,DET,ATL,A. Drummond,A. Horford,1
201311200MIL,https://www.basketball-reference.com/boxscores/pbp/201311200MIL.html,Milwaukee Bucks,Portland Trail Blazers,MIL,POR,Z. Pachulia,R. Lopez,R. Lopez,POR,MIL,L. Aldridge,/players/a/aldrila01.html,POR,MIL,R. Lopez,Z. Pachulia,1
201311200MIN,https://www.basketball-reference.com/boxscores/pbp/201311200MIN.html,Minnesota Timberwolves,Los Angeles Clippers,MIN,LAC,N. Peković,D. Jordan,J. Redick,LAC,MIN,C. Paul,/players/p/paulch01.html,LAC,MIN,D. Jordan,N. Peković,1
201311200NOP,https://www.basketball-reference.com/boxscores/pbp/201311200NOP.html,New Orleans Pelicans,Utah Jazz,NOP,UTA,D. Favors,A. Davis,J. Smith,UTA,NOP,J. Lucas III,/players/l/lucasjo02.html,UTA,NOP,A. Davis,D. Favors,1
201311200SAS,https://www.basketball-reference.com/boxscores/pbp/201311200SAS.html,San Antonio Spurs,Boston Celtics,SAS,BOS,K. Olynyk,T. Duncan,T. Duncan,BOS,SAS,T. Parker,/players/p/parketo01.html,BOS,SAS,T. Duncan,K. Olynyk,1
201311200PHO,https://www.basketball-reference.com/boxscores/pbp/201311200PHO.html,Phoenix Suns,Sacramento Kings,PHO,SAC,J. Thompson,M. Plumlee,G. Dragić,SAC,PHO,B. McLemore,/players/m/mclembe01.html,SAC,PHO,M. Plumlee,J. Thompson,1
201311200DAL,https://www.basketball-reference.com/boxscores/pbp/201311200DAL.html,Dallas Mavericks,Houston Rockets,DAL,HOU,D. Howard,S. Dalembert,M. Ellis,HOU,DAL,S. Marion,/players/m/mariosh01.html,HOU,DAL,S. Dalembert,D. Howard,1
201311200GSW,https://www.basketball-reference.com/boxscores/pbp/201311200GSW.html,Golden State Warriors,Memphis Grizzlies,GSW,MEM,M. Gasol,A. Bogut,M. Conley,MEM,GSW,M. Conley,/players/c/conlemi01.html,MEM,GSW,A. Bogut,M. Gasol,1
201311210OKC,https://www.basketball-reference.com/boxscores/pbp/201311210OKC.html,Oklahoma City Thunder,Los Angeles Clippers,OKC,LAC,D. Jordan,S. Ibaka,K. Durant,LAC,OKC,C. Paul,/players/p/paulch01.html,LAC,OKC,S. Ibaka,D. Jordan,1
201311210DEN,https://www.basketball-reference.com/boxscores/pbp/201311210DEN.html,Denver Nuggets,Chicago Bulls,DEN,CHI,J. Noah,J. Hickson,L. Deng,CHI,DEN,M. Dunleavy,/players/d/dunlemi02.html,CHI,DEN,J. Hickson,J. Noah,1
201311220CHA,https://www.basketball-reference.com/boxscores/pbp/201311220CHA.html,Charlotte Bobcats,Phoenix Suns,CHA,PHO,M. Plumlee,J. McRoberts,G. Henderson,PHO,CHA,G. Dragić,/players/d/dragigo01.html,PHO,CHA,J. McRoberts,M. Plumlee,1
201311220PHI,https://www.basketball-reference.com/boxscores/pbp/201311220PHI.html,Philadelphia 76ers,Milwaukee Bucks,PHI,MIL,Z. Pachulia,D. Orton,Z. Pachulia,MIL,PHI,E. İlyasova,/players/i/ilyaser01.html,MIL,PHI,D. Orton,Z. Pachulia,1
201311220TOR,https://www.basketball-reference.com/boxscores/pbp/201311220TOR.html,Toronto Raptors,Washington Wizards,TOR,WAS,J. Valančiūnas,M. Gortat,A. Johnson,WAS,TOR,J. Wall,/players/w/walljo01.html,WAS,TOR,M. Gortat,J. Valančiūnas,1
201311220BOS,https://www.basketball-reference.com/boxscores/pbp/201311220BOS.html,Boston Celtics,Indiana Pacers,BOS,IND,K. Olynyk,R. Hibbert,J. Sullinger,IND,BOS,J. Sullinger,/players/s/sullija01.html,IND,BOS,R. Hibbert,K. Olynyk,1
201311220DET,https://www.basketball-reference.com/boxscores/pbp/201311220DET.html,Detroit Pistons,Atlanta Hawks,DET,ATL,A. Horford,A. Drummond,A. Drummond,ATL,DET,B. Jennings,/players/j/jennibr01.html,ATL,DET,A. Drummond,A. Horford,1
201311220MEM,https://www.basketball-reference.com/boxscores/pbp/201311220MEM.html,Memphis Grizzlies,San Antonio Spurs,MEM,SAS,,,,,,,,,,
201311220MIN,https://www.basketball-reference.com/boxscores/pbp/201311220MIN.html,Minnesota Timberwolves,Brooklyn Nets,MIN,BRK,N. Peković,K. Garnett,K. Garnett,BRK,MIN,S. Livingston,/players/l/livinsh01.html,BRK,MIN,K. Garnett,N. Peković,1
201311220NOP,https://www.basketball-reference.com/boxscores/pbp/201311220NOP.html,New Orleans Pelicans,Cleveland Cavaliers,NOP,CLE,A. Davis,A. Bynum,T. Thompson,CLE,NOP,K. Irving,/players/i/irvinky01.html,CLE,NOP,A. Bynum,A. Davis,1
201311220DAL,https://www.basketball-reference.com/boxscores/pbp/201311220DAL.html,Dallas Mavericks,Utah Jazz,DAL,UTA,D. Favors,S. Dalembert,D. Favors,UTA,DAL,J. Calderón,/players/c/caldejo01.html,UTA,DAL,S. Dalembert,D. Favors,1
201311220POR,https://www.basketball-reference.com/boxscores/pbp/201311220POR.html,Portland Trail Blazers,Chicago Bulls,POR,CHI,J. Noah,R. Lopez,C. Boozer,CHI,POR,D. Rose,/players/r/rosede01.html,CHI,POR,R. Lopez,J. Noah,1
201311220LAL,https://www.basketball-reference.com/boxscores/pbp/201311220LAL.html,Los Angeles Lakers,Golden State Warriors,LAL,GSW,P. Gasol,A. Bogut,D. Lee,GSW,LAL,A. Iguodala,/players/i/iguodan01.html,GSW,LAL,A. Bogut,P. Gasol,1
201311230LAC,https://www.basketball-reference.com/boxscores/pbp/201311230LAC.html,Los Angeles Clippers,Sacramento Kings,LAC,SAC,J. Thompson,D. Jordan,C. Paul,SAC,LAC,C. Paul,/players/p/paulch01.html,SAC,LAC,D. Jordan,J. Thompson,1
201311230IND,https://www.basketball-reference.com/boxscores/pbp/201311230IND.html,Indiana Pacers,Philadelphia 76ers,IND,PHI,D. Orton,R. Hibbert,J. Anderson,PHI,IND,L. Allen,/players/a/allenla01.html,PHI,IND,R. Hibbert,D. Orton,1
201311230WAS,https://www.basketball-reference.com/boxscores/pbp/201311230WAS.html,Washington Wizards,New York Knicks,WAS,NYK,M. Gortat,A. Bargnani,N. Hilário,NYK,WAS,I. Shumpert,/players/s/shumpim01.html,NYK,WAS,A. Bargnani,M. Gortat,1
201311230ATL,https://www.basketball-reference.com/boxscores/pbp/201311230ATL.html,Atlanta Hawks,Boston Celtics,ATL,BOS,A. Horford,B. Bass,J. Sullinger,BOS,ATL,J. Crawford,/players/c/crawfjo02.html,BOS,ATL,B. Bass,A. Horford,1
201311230MIA,https://www.basketball-reference.com/boxscores/pbp/201311230MIA.html,Miami Heat,Orlando Magic,MIA,ORL,N. Vučević,C. Bosh,D. Wade,ORL,MIA,D. Wade,/players/w/wadedw01.html,ORL,MIA,C. Bosh,N. Vučević,1
201311230HOU,https://www.basketball-reference.com/boxscores/pbp/201311230HOU.html,Houston Rockets,Minnesota Timberwolves,HOU,MIN,N. Peković,D. Howard,T. Jones,MIN,HOU,P. Beverley,/players/b/beverpa01.html,MIN,HOU,D. Howard,N. Peković,1
201311230MIL,https://www.basketball-reference.com/boxscores/pbp/201311230MIL.html,Milwaukee Bucks,Charlotte Bobcats,MIL,CHA,Z. Pachulia,J. McRoberts,A. Jefferson,CHA,MIL,L. Ridnour,/players/r/ridnolu01.html,CHA,MIL,J. McRoberts,Z. Pachulia,1
201311230SAS,https://www.basketball-reference.com/boxscores/pbp/201311230SAS.html,San Antonio Spurs,Cleveland Cavaliers,SAS,CLE,,,,,,,,,,
201311230DEN,https://www.basketball-reference.com/boxscores/pbp/201311230DEN.html,Denver Nuggets,Dallas Mavericks,DEN,DAL,J. Hickson,S. Dalembert,D. Nowitzki,DAL,DEN,M. Ellis,/players/e/ellismo01.html,DAL,DEN,S. Dalembert,J. Hickson,1
201311230GSW,https://www.basketball-reference.com/boxscores/pbp/201311230GSW.html,Golden State Warriors,Portland Trail Blazers,GSW,POR,R. Lopez,A. Bogut,W. Matthews,POR,GSW,S. Curry,/players/c/curryst01.html,POR,GSW,A. Bogut,R. Lopez,1
201311240BRK,https://www.basketball-reference.com/boxscores/pbp/201311240BRK.html,Brooklyn Nets,Detroit Pistons,BRK,DET,K. Garnett,A. Drummond,K. Garnett,DET,BRK,B. Jennings,/players/j/jennibr01.html,DET,BRK,A. Drummond,K. Garnett,1
